id,date,total_amount,subtotal_amount,tip_amount,shipping_amount,discount_amount,payment_method
10693,2022-04-24 00:28:37,2499.0,2300.0,60.0,139.0,0.0,Visa crédito ****6239
10701,2022-04-24 23:20:31,1059.0,900.0,40.0,119.0,0.0,Visa crédito ****6239
