id,date,total_amount,subtotal_amount,tip_amount,shipping_amount,discount_amount,payment_method
9580,2021-11-27 00:05:19,1109.0,990.0,0.0,119.0,0.0,$1109.00
9582,2021-11-27 23:54:56,1261.0,1112.0,0.0,149.0,0.0,$1261.00
