id,date,total_amount,subtotal_amount,tip_amount,shipping_amount,discount_amount,payment_method
9776,2021-12-19 00:00:04,2179.0,2040.0,0.0,139.0,0.0,$2179.00
9777,2021-12-19 23:49:46,296.0,1137.0,0.0,159.0,-1000.0,$296.00
